Emprestimo_pessoal,Emprestimo_consignado,Emprestimo_limite_especial,Emprestimo_educacao,Emprestimo_viagem,InvestimentoCDB,InvestimentoFundos,InvestimentoFundos_cambiais,InvestimentoFundos_commodities,InvestimentoLCI,InvestimentoLCA,InvestimentoPoupanca,InvestimentoFundosMultimercado,InvestimentoTesouroDireto,Idade,Renda,Regiao,Genero,seguroauto,segurovidaEmp,segurovidaPF,SeguroResidencial,AGE_RANGE,INCOME_RANGE,tipo_financiamiento
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.380366043762377,-0.058582347399611226,3,0.0,0,1,1,1,2,3,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,-0.2618420098038143,1.2872071408354635,3,0.0,0,1,0,0,0,5,3
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.380366043762377,-0.058582347399611226,3,0.0,0,1,1,1,2,3,3
0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.2618420098038143,1.2872071408354635,3,0.0,0,1,0,0,0,5,3
0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.18705305513463805,-0.05810408176543924,3,0.0,0,0,0,0,4,3,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7453625957168497,-1.793262060251269,0,1.0,0,0,0,0,4,1,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5952239677485399,-0.057137292789122815,3,0.0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.7453625957168497,-1.793262060251269,0,1.0,0,0,0,0,4,1,1
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.5952239677485399,-0.057137292789122815,3,0.0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.9393515038852452,-0.057089850889754164,4,1.0,1,1,1,1,5,3,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.518122966056373,-0.057053948911853496,3,0.0,0,1,0,0,3,3,3
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.9916507783435365,-0.056791095145083174,2,0.0,1,1,1,1,1,3,2
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.154101977527637,-0.056741088818722286,4,0.0,0,0,0,0,1,3,3
0,0,0,0,0,1,0,1,0,1,0,0,0,0,-0.26099711037799395,-0.05632052279189024,4,1.0,0,0,0,0,3,3,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.5256272154621169,-0.056302571802939905,2,1.0,1,0,0,0,5,3,3
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5896476315381247,-0.055835846090234745,4,1.0,0,0,0,0,2,3,3
1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.455562092660405,-0.05551272828913224,0,0.0,1,1,1,1,3,3,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.8814067587580151,-0.05537809587200533,4,1.0,0,0,0,0,4,3,3
0,0,0,1,1,0,0,1,0,0,0,1,0,0,-0.7236640359573204,-0.055313985197183044,4,0.0,0,1,0,0,7,3,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.5865368591466472,-0.055163966218100366,4,0.0,0,0,0,0,4,3,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.099390810619714,-0.055061389138385174,4,1.0,0,0,0,0,4,3,2
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.4361294058665328,-0.05501522945251323,4,0.0,0,1,1,0,0,3,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5518190976625539,-0.05501010059852758,4,1.0,0,0,0,0,1,3,3
0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.48320565936879517,-0.054789559877139106,4,1.0,0,0,0,1,1,3,3
1,1,1,0,0,1,0,0,1,0,0,1,0,0,-1.102263468667504,-0.0547498112587495,2,1.0,1,1,1,1,1,3,0
0,0,0,0,1,0,0,0,0,0,1,1,0,0,-1.6964812348470888,-0.05472032034833118,4,0.0,0,1,0,0,0,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5551910904487051,-0.05447157093002225,4,1.0,1,0,0,0,3,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1563985614614113,0.18970547405123087,3,1.0,1,1,1,1,2,4,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.5551910904487051,-0.05447157093002225,4,1.0,1,0,0,0,3,3,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.1563985614614113,0.18970547405123087,3,1.0,1,1,1,1,2,4,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.18875820947033753,-0.05441900017666795,3,0.0,1,0,0,0,7,3,3
1,1,1,1,1,1,1,0,0,0,0,1,0,0,-0.1237009536821564,-0.054394638120235275,4,0.0,1,1,1,1,2,3,3
1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.5662439174428957,-0.05402151399277072,2,1.0,0,0,1,0,2,3,3
0,0,0,0,0,1,1,0,0,1,1,1,1,0,-1.5271633899126527,-0.05387021280019134,0,0.0,0,0,0,0,0,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4828906599996565,-0.05380097327138341,0,1.0,0,0,0,0,2,3,3
0,0,0,1,0,1,0,0,0,0,0,1,0,1,-1.0159992372912268,-0.053597101325448565,2,0.0,1,1,1,1,5,3,3
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.08752390277297824,-0.053384253885040304,4,0.0,0,1,0,0,5,3,3
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.39337749492001356,-0.05333296534518271,3,0.0,0,0,0,1,3,3,1
0,0,0,0,0,0,0,1,0,0,1,0,0,1,-0.32030905007059557,-0.05328295901882065,4,1.0,0,0,0,1,0,3,3
0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.9948767516457134,-0.05308549814036932,4,1.0,1,1,0,0,2,3,1
1,0,0,0,0,1,0,0,1,0,0,1,0,0,1.5208112887349403,-0.052773920260733645,4,1.0,1,1,1,1,6,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33972638138040895,-0.05207254947818095,0,0.0,1,1,1,1,7,3,1
0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.36997378082478455,-0.051196797660111724,3,0.0,0,0,0,0,4,3,3
0,0,0,0,1,1,0,1,1,0,0,0,0,0,-0.24671831008162648,-0.0511647423227,4,1.0,1,1,1,1,5,3,3
0,0,0,0,1,0,0,0,0,0,1,1,0,0,-0.28710450263584836,-0.05091342847739767,1,0.0,0,0,0,0,4,3,3
0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1.4848339286790437,-0.05039669643833161,4,0.0,1,1,1,1,8,3,3
0,0,0,0,0,0,0,1,1,1,1,1,1,1,-0.5709907097115493,0.2453663619317362,3,0.0,0,0,0,1,0,4,3
0,0,0,0,0,0,0,1,1,1,0,0,0,0,-1.4848339286790437,-0.05039669643833161,4,0.0,1,1,1,1,8,3,3
0,0,0,0,0,0,0,1,1,1,0,0,0,0,-0.5709907097115493,0.2453663619317362,3,0.0,0,0,0,1,0,4,3
0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1.5603679373474,-0.05026847508868821,2,0.0,0,0,0,0,8,3,3
0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1.10868470430374,-0.05012871381757565,1,0.0,0,0,0,1,5,3,2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.14093690196889544,-0.05005049879429314,2,1.0,0,0,0,0,7,3,2
0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1.1010806094713552,-0.0497979027354941,3,0.0,0,0,1,0,4,3,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.15182074907792145,-0.04959531300305596,1,0.0,0,0,0,0,0,3,3
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0.5198589389653482,-0.04954146003620613,4,1.0,1,1,1,1,0,3,3
0,0,1,0,0,0,0,1,1,0,0,0,1,0,-1.1089381741314863,-0.04935169243873268,4,1.0,1,1,1,1,8,3,3
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.19448817008185887,-0.04911576515538728,4,1.0,0,0,0,0,1,3,1
1,0,1,0,0,1,1,1,1,1,1,1,1,0,-0.9342974628143809,-0.048833678186171084,3,1.0,1,1,1,1,0,3,1
0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.6829245281487121,-0.04852722916052105,4,1.0,0,0,0,1,2,3,2
0,0,0,1,1,1,1,1,1,1,0,0,1,0,-1.0298555878746838,-0.04826181096675733,0,0.0,0,0,0,0,4,3,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.24933749830167004,-0.04803614139138438,4,1.0,1,1,1,1,3,3,3
0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.10012825970176309,-0.04795023308712282,4,0.0,0,0,0,0,3,3,2
0,0,1,0,0,1,0,0,1,0,0,0,1,0,-1.1195839068968247,-0.04746940302595743,4,1.0,0,0,0,0,0,3,3
0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.5801002680263526,-0.6361977299168601,4,1.0,0,0,0,0,4,2,3
0,0,0,0,0,0,0,0,1,1,1,1,0,0,-0.019947304191394143,-0.046901382447033776,2,0.0,0,0,0,0,1,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5801002680263526,-0.6361977299168601,4,1.0,0,0,0,0,4,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019947304191394143,-0.046901382447033776,2,0.0,0,0,0,0,1,3,3
0,0,0,0,0,0,1,1,0,1,0,1,1,0,0.8126165900121645,-0.04668725279312881,3,1.0,0,0,0,0,2,3,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.6680696537383292,-0.04649107412817302,0,1.0,1,0,0,0,0,3,1
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1.0768166404662471,-0.04578970334561915,0,1.0,0,0,0,0,2,3,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,-0.6702663922454626,-0.04537683059976499,4,1.0,1,1,1,1,0,3,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.1227791692308842,-0.044870356268671384,3,1.0,1,1,1,1,5,3,3
0,0,0,0,1,1,0,1,0,0,0,1,0,0,-0.8785341007102253,-0.04481906772881379,3,1.0,0,0,0,0,3,3,3
0,0,0,0,1,0,1,0,0,1,1,0,0,0,0.7545719994582937,-0.04459211593994414,0,1.0,0,1,0,0,6,3,3
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0492729191844974,-0.04455621396204347,0,1.0,0,0,0,0,4,3,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.3679843380880632,-0.044451072455334875,1,1.0,0,0,0,0,2,3,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.20489578850351003,-0.0444267103989022,0,0.0,0,0,0,0,5,3,3
0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8250519670557853,-0.04419078311555796,2,1.0,0,1,0,0,0,3,1
0,0,0,0,1,1,0,1,1,1,1,1,1,1,0.14768074189140085,-0.04386510088746206,1,0.0,0,0,0,0,8,3,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.8589324340311889,-0.043604811547683975,4,1.0,0,0,0,1,4,3,3
0,0,0,0,0,0,0,1,1,1,1,1,0,0,1.4133400817705672,-0.04352659652440147,4,0.0,0,1,0,0,2,3,3
0,0,1,0,0,0,0,1,1,1,0,0,1,1,-0.224075005469636,-0.0433496510618927,3,1.0,0,0,0,1,5,3,3
1,1,1,1,1,1,1,0,1,0,0,0,1,0,-0.6994999123788532,-0.04333939335392025,4,1.0,0,0,0,0,6,3,3
0,0,0,0,0,1,1,0,0,0,1,0,1,0,2.1647936310953546,-0.04309705500309367,2,0.0,0,0,0,0,4,3,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.7591498118417832,-0.04242645734445483,0,1.0,0,0,0,0,0,3,2
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.0341492194623096,-0.04225335852243501,3,0.0,0,1,0,0,8,3,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.5273094093966274,-0.04117501697192765,3,0.0,0,0,0,0,3,3,2
1,1,1,0,0,0,0,0,0,0,0,1,0,0,-1.1539713135277208,-0.04106346439773788,4,1.0,0,0,0,0,6,3,1
0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.6085042442179811,-0.04078778849600286,3,1.0,0,1,0,0,4,3,3
0,0,0,0,0,1,0,1,1,0,0,0,0,0,-0.49342894242122387,-0.04060443196601176,1,0.0,0,1,0,0,7,3,3
1,0,0,0,0,0,0,1,1,1,1,1,1,1,0.8138839391508953,-0.040599303112026114,4,0.0,0,0,0,0,7,3,3
0,0,0,0,1,1,1,1,1,1,1,1,0,0,1.5204733289646117,-0.04016078609624374,4,1.0,1,1,1,1,1,3,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.4164662096461038,-0.03988639240800543,4,1.0,1,0,0,0,4,3,2
0,0,0,0,1,1,0,1,0,0,1,0,0,0,-1.5548760910795663,-0.03905551806231146,4,1.0,1,1,0,0,2,3,3
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.48014866595178296,-0.038334914077311724,2,0.0,0,0,0,1,1,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.365603264211707,-0.038107962288440905,4,0.0,0,0,1,0,7,3,3
0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1.1218651353465403,-0.038070778097044705,4,1.0,0,0,0,0,7,3,1
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0.20893595026339,-0.037987434219775386,3,1.0,1,0,0,0,3,3,1
0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.2519413310376555,-0.03779894883579864,3,0.0,0,0,0,0,0,3,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0357545283713692,-0.03777586899286266,4,1.0,0,1,0,0,3,3,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1.406427261962898,-0.03755661048497205,4,1.0,0,0,0,0,2,3,3
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.014017652726591593,1.3529077603931021,0,1.0,0,0,0,0,1,5,3
0,0,0,0,1,1,0,0,1,0,0,1,0,0,-1.406427261962898,-0.03755661048497205,4,1.0,0,0,0,0,2,3,3
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.014017652726591593,1.3529077603931021,0,1.0,0,0,0,0,1,5,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0367837631664123,-0.03752199072056809,4,1.0,0,0,0,1,2,3,3
0,1,0,0,0,1,0,1,1,0,0,0,0,0,-1.2635547690566447,-0.037409155932880446,4,1.0,0,0,0,0,0,3,3
0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.00997749096671161,-0.037207848413940176,4,1.0,0,0,0,1,4,3,3
0,0,0,0,1,1,0,0,0,0,0,0,0,1,-0.430821894967922,-0.0368436997809502,2,1.0,0,0,0,0,5,3,2
1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.2846542943009685,-0.036657778823966855,4,0.0,0,1,0,0,5,3,3
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3632145854182204,-0.036647521115994404,4,0.0,0,0,0,0,3,3,1
0,0,0,0,0,1,0,1,1,0,1,0,0,1,0.847933386011463,-0.03592563491749914,2,0.0,0,1,0,0,5,3,1
1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.6329064821401363,-0.0358525487482011,4,0.0,0,1,1,0,6,3,1
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0.2984107994577848,-0.035744842814500265,2,1.0,0,0,0,0,4,3,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.13113606862937663,-0.035431982721369056,4,1.0,1,1,1,1,1,3,1
1,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.23869176553633145,-0.03511784041474114,4,1.0,0,0,0,0,2,3,3
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.9774564679897516,-0.03501398112152925,2,0.0,0,0,0,0,3,3,3
0,0,0,0,0,0,0,0,1,0,0,1,0,1,-0.6265850919305408,0.18159675589973823,4,1.0,0,0,0,1,8,4,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9774564679897516,-0.03501398112152925,2,0.0,0,0,0,0,3,3,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.6265850919305408,0.18159675589973823,4,1.0,0,0,0,1,8,4,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.2958299271229894,-0.03493448388475003,4,1.0,1,0,1,1,1,3,3
0,0,0,0,1,1,1,0,0,0,0,1,0,0,-1.1043757172320552,-0.03480882696209887,4,1.0,0,0,0,0,2,3,3
1,1,1,0,0,0,0,1,0,1,1,1,0,0,0.848186855839209,-0.03472291865783731,4,1.0,1,1,1,1,7,3,0
0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.6887696896709324,-0.034710096522872616,4,1.0,0,1,0,0,2,3,1
0,0,0,0,0,1,0,0,0,0,0,1,1,1,1.5675342269828159,-0.03452545777938481,3,1.0,0,1,0,0,3,3,3
0,0,0,0,0,1,0,0,0,0,0,1,1,1,0.4317359288522661,0.5188060833287669,2,1.0,0,0,0,0,8,4,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,1.5675342269828159,-0.03452545777938481,3,1.0,0,1,0,0,3,3,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.4317359288522661,0.5188060833287669,2,1.0,0,0,0,0,8,4,3
0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.584278591098121,-0.03395102613297998,2,0.0,0,0,0,0,1,3,3
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0520610872897054,-0.03323683321546143,2,1.0,0,0,1,1,2,3,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.05727650332860321,-0.033072709887917356,0,0.0,0,0,0,0,0,3,1
0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.6301336695189869,-0.03305475889896702,2,1.0,0,1,0,0,2,3,1
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.377600836058359,-0.03302013913456306,4,1.0,0,0,0,0,5,3,3
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1.1558992267230495,-0.032379032386342536,4,0.0,1,1,1,1,6,3,3
0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.04056285018141526,-0.03231748613851366,0,0.0,0,0,0,0,1,3,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8150667983470443,0.5990226418796143,2,0.0,0,0,0,0,3,4,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.04056285018141526,-0.03231748613851366,0,0.0,0,0,0,0,1,3,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8150667983470443,0.5990226418796143,2,0.0,0,0,0,0,3,4,1
0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1.2000183322349403,-0.03221106241830836,4,1.0,1,1,1,1,3,3,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.08946717145236574,-0.032159773878450766,2,0.0,0,0,0,0,2,3,1
0,0,0,0,0,0,0,1,0,1,0,1,0,1,-0.84828670126585,-0.032158491664955234,4,0.0,1,1,1,1,5,3,3
0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.1121487919496043,-0.03179049639147632,3,1.0,1,1,1,1,1,3,3
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.8685489320014841,-0.03135582601618288,4,1.0,0,0,0,0,4,3,3
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.282949139965269,-0.03046468763615673,3,1.0,0,0,0,0,2,3,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.2683553402997634,-0.030282613319661162,3,0.0,1,1,1,1,7,3,3
0,0,0,0,0,1,0,0,0,0,0,1,1,1,-0.9107247688339879,-0.029629966649972653,0,1.0,0,0,0,0,1,3,3
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.19372776059862035,-0.029368395096699036,4,1.0,0,0,0,0,7,3,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6748979836034171,-0.02908759034097838,4,1.0,0,0,0,0,0,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2084673264931458,-0.028822172147215823,4,0.0,0,1,0,0,8,3,3
1,0,0,1,0,1,1,1,1,1,1,1,1,1,-1.083760171242034,-0.028810632225747836,3,0.0,0,0,0,0,3,3,0
0,0,0,0,0,1,1,1,1,1,1,1,1,1,-0.700851751460166,-0.028747803764422254,3,1.0,0,0,0,0,3,3,3
0,0,0,0,0,1,1,1,0,0,1,0,0,1,-0.9117386481449725,-0.12410858592173445,3,1.0,1,1,1,1,2,3,1
0,0,0,0,0,1,1,1,0,0,1,0,0,1,0.8414276604326449,-0.028500336559608864,2,1.0,1,1,1,1,3,3,1
0,0,0,0,0,1,1,1,0,0,0,0,0,0,-0.9117386481449725,-0.12410858592173445,3,1.0,1,1,1,1,2,3,1
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.8414276604326449,-0.028500336559608864,2,1.0,1,1,1,1,3,3,1
1,1,1,1,1,1,1,1,0,1,0,0,0,0,-0.3094943374200927,-0.028377244063949935,4,1.0,0,0,0,1,2,3,3
1,1,1,0,0,1,0,1,1,0,0,1,0,0,-0.7933682385875152,-0.027925904913202865,4,1.0,1,1,1,1,2,3,0
0,0,0,0,0,1,0,0,0,0,1,1,1,0,0.060149161376392944,-0.027637406876503165,4,1.0,0,1,0,0,1,3,3
0,0,0,0,0,1,0,0,0,0,1,1,1,0,-1.411665638402985,0.14190455490390924,4,1.0,0,0,0,0,7,4,3
0,0,0,0,0,1,0,1,1,1,0,1,1,0,0.060149161376392944,-0.027637406876503165,4,1.0,0,1,0,0,1,3,3
0,0,0,0,0,1,0,1,1,1,0,1,1,0,-1.411665638402985,0.14190455490390924,4,1.0,0,0,0,0,7,4,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.1301451497195816,-0.0275130321673487,0,0.0,0,1,0,0,3,3,3
0,0,0,0,1,0,0,1,1,1,1,1,1,1,0.4696719130716081,-0.027278387097500002,4,0.0,0,0,0,0,1,3,3
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.080280728112111,-0.026902698543043207,3,0.0,0,0,0,1,2,3,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.47077028232517465,-0.026529574415578648,3,0.0,0,0,0,0,5,3,3
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.026353184343571524,-0.026276978356779616,4,1.0,1,1,1,1,0,3,0
0,0,0,0,0,0,1,0,1,0,0,1,0,0,-0.027973848736689164,-0.025426870808639774,0,0.0,0,0,0,0,5,3,3
1,1,1,0,1,0,0,0,0,0,1,0,0,0,-0.28625960321002797,-0.025225563289698338,1,0.0,1,1,1,1,6,3,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.551642512860259,-0.025049900040686277,0,1.0,0,0,0,0,4,3,1
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0.04688424039101079,-0.024821666038318757,4,0.0,1,0,0,0,4,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.812209495783313,-0.024649849429795638,2,1.0,0,0,0,0,0,3,3
0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1.4463065148616272,-0.024637027294832112,2,1.0,0,0,1,0,1,3,3
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.4190853978661475,-0.27416603141022894,4,1.0,0,0,0,0,8,3,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1.571351629883067,-0.024165172728141306,1,0.0,1,1,1,1,5,3,1
1,1,1,0,0,0,0,0,0,0,1,1,1,0,1.4190853978661475,-0.27416603141022894,4,1.0,0,0,0,0,8,3,1
1,1,1,0,0,0,0,0,0,0,1,1,1,0,-1.571351629883067,-0.024165172728141306,1,0.0,1,1,1,1,5,3,1
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.6636608212400037,-0.02384718378102445,4,1.0,0,0,0,0,4,3,1
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0.05229159671626224,-0.023602281003203298,3,1.0,0,0,0,0,6,3,1
0,0,0,0,0,1,1,1,1,1,1,1,0,0,-1.1044602071746372,-0.022343147349698236,4,1.0,0,0,0,0,4,3,3
0,0,0,0,0,0,1,0,1,1,0,0,0,1,-1.6068374057675296,-0.02230083430431639,1,0.0,0,0,0,0,2,3,1
0,0,0,0,1,1,0,0,0,1,0,0,0,1,0.6839384074596968,-0.022063624807474286,2,1.0,0,0,0,0,6,3,3
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.5182689855403475,-0.022059778166985344,0,0.0,0,1,0,0,3,3,1
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.592097839873004,0.8482695590257949,4,0.0,0,0,0,0,7,5,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.5182689855403475,-0.022059778166985344,0,0.0,0,1,0,0,3,3,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.592097839873004,0.8482695590257949,4,0.0,0,0,0,0,7,5,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.3488896110645192,-0.021999514132652002,1,0.0,1,1,1,1,6,3,3
0,0,0,0,0,1,0,0,0,1,1,0,0,1,1.5546917557103437,-0.020685245298800402,4,1.0,1,1,1,1,0,3,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.6420467514230567,-0.02028647690140763,2,1.0,0,0,0,0,3,3,3
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1.01277326398905,-0.02002362313463731,4,0.0,1,1,1,1,1,3,3
1,1,1,0,0,1,1,0,1,0,0,0,0,0,0.24425274626268847,-0.019769744862341575,4,0.0,1,1,1,1,5,3,0
0,0,0,1,1,1,1,1,1,1,1,0,0,1,0.7216209218512927,-0.01896066814608688,2,0.0,0,0,0,1,4,3,2
0,0,0,0,1,1,0,1,0,0,0,0,1,1,0.38399911129340525,-0.018726023076238177,4,1.0,1,1,1,1,1,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6316544884854639,-0.018708072087287843,3,0.0,0,1,0,0,6,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19584000916317157,-0.018642679198970023,4,0.0,0,0,0,1,3,3,3
0,0,0,0,0,0,1,0,0,0,1,0,1,1,-0.6196569166388123,-0.018137487081371955,3,1.0,1,1,1,1,0,3,3
1,1,1,0,0,1,0,1,0,0,0,0,0,1,0.8848554909198209,-0.017902842011523253,3,1.0,1,1,1,1,0,3,0
0,0,0,1,0,0,0,0,1,0,1,1,1,0,-0.9323541941349937,-0.01789643094404091,4,1.0,0,0,0,0,1,3,1
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.544530002199308,-0.01752843567056316,2,1.0,1,1,1,1,2,3,2
0,0,0,0,0,1,0,1,1,1,0,0,0,0,-0.5507131234918564,-0.9501233424640164,4,0.0,0,0,0,0,4,2,1
0,0,0,0,0,1,0,1,1,1,0,0,0,0,1.4527123950138046,-0.017514331322101766,4,1.0,0,1,0,0,2,3,1
0,0,0,0,0,1,0,1,1,0,0,0,0,0,-0.5507131234918564,-0.9501233424640164,4,0.0,0,0,0,0,4,2,1
0,0,0,0,0,1,0,1,1,0,0,0,0,0,1.4527123950138046,-0.017514331322101766,4,1.0,0,1,0,0,2,3,1
0,0,0,1,1,1,1,0,1,0,0,0,0,0,1.7808713320025018,-0.017493815906159196,0,1.0,0,0,0,0,1,3,3
0,0,0,0,1,1,1,0,0,0,0,0,0,1,0.08955166139494761,-0.01719634237498491,0,0.0,0,0,0,0,4,3,1
1,1,1,0,0,0,0,1,1,0,0,0,0,0,0.19710735830190243,-0.016902715484299568,4,1.0,1,1,1,1,8,3,0
